timestamp,house_id,energy_consumption_kwh,price_per_kwh
2023-01-03 05:00:00,House A,88.25,0.12
2023-01-03 06:00:00,House A,75.89,0.12
2023-01-03 07:00:00,House A,76.29,0.12
2023-01-03 08:00:00,House A,104.02,0.12
2023-01-03 09:00:00,House A,79.13,0.12
2023-01-03 10:00:00,House A,78.64,0.12
2023-01-03 11:00:00,House A,78.75,0.12
2023-01-03 12:00:00,House A,85.07,0.12
2023-01-03 13:00:00,House A,87.79,0.12
2023-01-03 14:00:00,House A,87.33,0.12
2023-01-03 15:00:00,House A,93.07,0.12
2023-01-03 16:00:00,House A,79.72,0.25
2023-01-03 17:00:00,House A,103.47,0.25
2023-01-03 18:00:00,House A,110.25,0.25
2023-01-03 19:00:00,House A,114.61,0.25
2023-01-03 20:00:00,House A,121.77,0.25
2023-01-03 21:00:00,House A,117.04,0.12
2023-01-03 22:00:00,House A,99.15,0.12
2023-01-03 23:00:00,House A,90.67,0.12
2023-01-04 00:00:00,House A,94.78,0.12
2023-01-04 01:00:00,House A,90.11,0.12
2023-01-04 02:00:00,House A,105.9,0.12
2023-01-04 03:00:00,House A,93.26,0.12
2023-01-04 04:00:00,House A,88.19,0.12
2023-01-04 05:00:00,House A,90.9,0.12
2023-01-04 06:00:00,House A,77.36,0.12
2023-01-04 07:00:00,House A,90.12,0.12
2023-01-04 08:00:00,House A,93.88,0.12
2023-01-04 09:00:00,House A,84.72,0.12
2023-01-04 10:00:00,House A,77.3,0.12
2023-01-04 11:00:00,House A,80.69,0.12
2023-01-04 12:00:00,House A,87.19,0.12
2023-01-04 13:00:00,House A,80.63,0.12
2023-01-04 14:00:00,House A,77.62,0.12
2023-01-04 15:00:00,House A,80.88,0.12
2023-01-04 16:00:00,House A,90.21,0.25
2023-01-04 17:00:00,House A,94.27,0.25
2023-01-04 18:00:00,House A,109.25,0.25
2023-01-04 19:00:00,House A,107.29,0.25
2023-01-04 20:00:00,House A,113.28,0.25
2023-01-04 21:00:00,House A,123.38,0.12
2023-01-04 22:00:00,House A,99.81,0.12
2023-01-04 23:00:00,House A,104.83,0.12
2023-01-05 00:00:00,House A,97.62,0.12
2023-01-05 01:00:00,House A,90.77,0.12
2023-01-05 02:00:00,House A,92.38,0.12
2023-01-05 03:00:00,House A,92.91,0.12
2023-01-05 04:00:00,House A,97.07,0.12
2023-01-05 05:00:00,House A,75.44,0.12
2023-01-05 06:00:00,House A,78.43,0.12
2023-01-05 07:00:00,House A,86.97,0.12
2023-01-05 08:00:00,House A,85.24,0.12
2023-01-05 09:00:00,House A,81.72,0.12
2023-01-05 10:00:00,House A,71.93,0.12
2023-01-05 11:00:00,House A,73.86,0.12
2023-01-05 12:00:00,House A,87.5,0.12
2023-01-05 13:00:00,House A,81.83,0.12
2023-01-05 14:00:00,House A,89.7,0.12
2023-01-05 15:00:00,House A,88.66,0.12
2023-01-05 16:00:00,House A,86.4,0.25
2023-01-05 17:00:00,House A,92.19,0.25
2023-01-05 18:00:00,House A,117.85,0.25
2023-01-05 19:00:00,House A,108.98,0.25
2023-01-05 20:00:00,House A,122.78,0.25
2023-01-05 21:00:00,House A,124.81,0.12
2023-01-05 22:00:00,House A,87.27,0.12
2023-01-05 23:00:00,House A,92.11,0.12
2023-01-06 00:00:00,House A,89.17,0.12
2023-01-06 01:00:00,House A,95.06,0.12
2023-01-06 02:00:00,House A,87.73,0.12
2023-01-06 03:00:00,House A,104.86,0.12
2023-01-06 04:00:00,House A,88.03,0.12
2023-01-06 05:00:00,House A,75.25,0.12
2023-01-06 06:00:00,House A,84.49,0.12
2023-01-06 07:00:00,House A,84.08,0.12
2023-01-06 08:00:00,House A,89.48,0.12
2023-01-06 09:00:00,House A,92.49,0.12
2023-01-06 10:00:00,House A,92.39,0.12
2023-01-06 11:00:00,House A,84.18,0.12
2023-01-06 12:00:00,House A,84.77,0.12
2023-01-06 13:00:00,House A,82.35,0.12
2023-01-06 14:00:00,House A,81.99,0.12
2023-01-06 15:00:00,House A,74.74,0.12
2023-01-06 16:00:00,House A,89.26,0.25
2023-01-06 17:00:00,House A,125.4,0.25
2023-01-06 18:00:00,House A,108.34,0.25
2023-01-06 19:00:00,House A,115.07,0.25
2023-01-06 20:00:00,House A,108.75,0.25
2023-01-06 21:00:00,House A,103.65,0.12
2023-01-06 22:00:00,House A,97.01,0.12
2023-01-06 23:00:00,House A,89.63,0.12
2023-01-07 00:00:00,House A,74.76,0.12
2023-01-07 01:00:00,House A,73.82,0.12
2023-01-07 02:00:00,House A,90.46,0.12
2023-01-07 03:00:00,House A,83.49,0.12
2023-01-07 04:00:00,House A,74.54,0.12
2023-01-07 05:00:00,House A,63.48,0.12
2023-01-07 06:00:00,House A,63.46,0.12
2023-01-07 07:00:00,House A,56.42,0.12
2023-01-07 08:00:00,House A,80.07,0.12
2023-01-07 09:00:00,House A,68.76,0.12
2023-01-07 10:00:00,House A,75.91,0.12
2023-01-07 11:00:00,House A,68.03,0.12
2023-01-07 12:00:00,House A,50.92,0.12
2023-01-07 13:00:00,House A,66.06,0.12
2023-01-07 14:00:00,House A,74.66,0.12
2023-01-07 15:00:00,House A,69.75,0.12
2023-01-07 16:00:00,House A,79.24,0.25
2023-01-07 17:00:00,House A,86.52,0.25
2023-01-07 18:00:00,House A,85.46,0.25
2023-01-07 19:00:00,House A,102.5,0.25
2023-01-07 20:00:00,House A,89.43,0.25
2023-01-07 21:00:00,House A,109.19,0.12
2023-01-07 22:00:00,House A,80.84,0.12
2023-01-07 23:00:00,House A,,0.12
2023-01-08 00:00:00,House A,80.25,0.12
2023-01-08 01:00:00,House A,81.82,0.12
2023-01-08 02:00:00,House A,86.8,0.12
2023-01-08 03:00:00,House A,76.85,0.12
2023-01-08 04:00:00,House A,80.1,0.12
2023-01-08 05:00:00,House A,56.66,0.12
2023-01-08 06:00:00,House A,62.97,0.12
2023-01-08 07:00:00,House A,53.05,0.12
2023-01-08 08:00:00,House A,80.13,0.12
2023-01-08 09:00:00,House A,68.05,0.12
2023-01-08 10:00:00,House A,,0.12
2023-01-08 11:00:00,House A,62.08,0.12
2023-01-08 12:00:00,House A,63.28,0.12
2023-01-08 13:00:00,House A,75.37,0.12
2023-01-08 14:00:00,House A,66.88,0.12
2023-01-08 15:00:00,House A,66.64,0.12
2023-01-08 16:00:00,House A,75.8,0.25
2023-01-08 17:00:00,House A,83.07,0.25
2023-01-08 18:00:00,House A,94.02,0.25
2023-01-08 19:00:00,House A,89.73,0.25
2023-01-08 20:00:00,House A,109.96,0.25
2023-01-08 21:00:00,House A,112.07,0.12
2023-01-08 22:00:00,House A,77.83,0.12
2023-01-08 23:00:00,House A,79.46,0.12
2023-01-09 00:00:00,House A,101.54,0.12
2023-01-09 01:00:00,House A,106.56,0.12
2023-01-09 02:00:00,House A,88.48,0.12
2023-01-09 03:00:00,House A,92.39,0.12
2023-01-09 04:00:00,House A,92.07,0.12
2023-01-09 05:00:00,House A,89.61,0.12
2023-01-09 06:00:00,House A,81.91,0.12
2023-01-09 07:00:00,House A,76.6,0.12
2023-01-09 08:00:00,House A,85.03,0.12
2023-01-09 09:00:00,House A,77.99,0.12
2023-01-09 10:00:00,House A,72.96,0.12
2023-01-09 11:00:00,House A,73.96,0.12
2023-01-09 12:00:00,House A,90.39,0.12
2023-01-09 13:00:00,House A,91.53,0.12
2023-01-09 14:00:00,House A,77.47,0.12
2023-01-09 15:00:00,House A,88.45,0.12
2023-01-09 16:00:00,House A,76.83,0.25
2023-01-09 17:00:00,House A,79.81,0.25
2023-01-09 18:00:00,House A,116.74,0.25
2023-01-09 19:00:00,House A,101.26,0.25
2023-01-09 20:00:00,House A,117.72,0.25
2023-01-09 21:00:00,House A,116.03,0.12
2023-01-09 22:00:00,House A,94.98,0.12
2023-01-09 23:00:00,House A,95.29,0.12
2023-01-10 00:00:00,House A,103.85,0.12
2023-01-10 01:00:00,House A,102.98,0.12
2023-01-10 02:00:00,House A,95.07,0.12
2023-01-10 03:00:00,House A,91.5,0.12
2023-01-10 04:00:00,House A,73.78,0.12
2023-01-10 05:00:00,House A,89.97,0.12
2023-01-10 06:00:00,House A,78.05,0.12
2023-01-10 07:00:00,House A,85.83,0.12
2023-01-10 08:00:00,House A,81.63,0.12
2023-01-10 09:00:00,House A,84.63,0.12
2023-01-10 10:00:00,House A,83.42,0.12
2023-01-10 11:00:00,House A,84.29,0.12
2023-01-10 12:00:00,House A,86.89,0.12
2023-01-10 13:00:00,House A,75.1,0.12
2023-01-10 14:00:00,House A,88.24,0.12
2023-01-10 15:00:00,House A,91.02,0.12
2023-01-10 16:00:00,House A,90.02,0.25
2023-01-10 17:00:00,House A,107.35,0.25
2023-01-10 18:00:00,House A,92.33,0.25
2023-01-10 19:00:00,House A,106.27,0.25
2023-01-10 20:00:00,House A,132.58,0.25
2023-01-10 21:00:00,House A,118.54,0.12
2023-01-10 22:00:00,House A,100.11,0.12
2023-01-10 23:00:00,House A,88.68,0.12
2023-01-11 00:00:00,House A,95.3,0.12
2023-01-11 01:00:00,House A,98.59,0.12
2023-01-11 02:00:00,House A,86.57,0.12
2023-01-11 03:00:00,House A,84.24,0.12
2023-01-11 04:00:00,House A,89.03,0.12
2023-01-11 05:00:00,House A,82.06,0.12
2023-01-11 06:00:00,House A,88.31,0.12
2023-01-11 07:00:00,House A,86.39,0.12
2023-01-11 08:00:00,House A,83.62,0.12
2023-01-11 09:00:00,House A,88.46,0.12
2023-01-11 10:00:00,House A,88.48,0.12
2023-01-11 11:00:00,House A,79.67,0.12
2023-01-11 12:00:00,House A,74.22,0.12
2023-01-11 13:00:00,House A,71.32,0.12
2023-01-11 14:00:00,House A,92.7,0.12
2023-01-11 15:00:00,House A,87.44,0.12
2023-01-11 16:00:00,House A,71.66,0.25
2023-01-11 17:00:00,House A,111.72,0.25
2023-01-11 18:00:00,House A,103.63,0.25
2023-01-11 19:00:00,House A,114.27,0.25
2023-01-11 20:00:00,House A,118.4,0.25
2023-01-11 21:00:00,House A,121.86,0.12
2023-01-11 22:00:00,House A,112.63,0.12
2023-01-11 23:00:00,House A,92.19,0.12
2023-01-12 00:00:00,House A,95.25,0.12
2023-01-12 01:00:00,House A,103.85,0.12
2023-01-12 02:00:00,House A,89.26,0.12
2023-01-12 03:00:00,House A,99.5,0.12
2023-01-12 04:00:00,House A,95.3,0.12
2023-01-12 05:00:00,House A,86.73,0.12
2023-01-12 06:00:00,House A,75.69,0.12
2023-01-12 07:00:00,House A,88.68,0.12
2023-01-12 08:00:00,House A,80.21,0.12
2023-01-12 09:00:00,House A,80.28,0.12
2023-01-12 10:00:00,House A,96.48,0.12
2023-01-12 11:00:00,House A,82.77,0.12
2023-01-12 12:00:00,House A,79.61,0.12
2023-01-12 13:00:00,House A,88.1,0.12
2023-01-12 14:00:00,House A,84.59,0.12
2023-01-12 15:00:00,House A,83.22,0.12
2023-01-12 16:00:00,House A,85.91,0.25
2023-01-12 17:00:00,House A,108.86,0.25
2023-01-12 18:00:00,House A,100.61,0.25
2023-01-12 19:00:00,House A,122.39,0.25
2023-01-12 20:00:00,House A,110.96,0.25
2023-01-12 21:00:00,House A,130.99,0.12
2023-01-12 22:00:00,House A,89.7,0.12
2023-01-12 23:00:00,House A,92.12,0.12
2023-01-13 00:00:00,House A,90.97,0.12
2023-01-13 01:00:00,House A,91.49,0.12
2023-01-13 02:00:00,House A,98.66,0.12
2023-01-13 03:00:00,House A,92.72,0.12
2023-01-13 04:00:00,House A,76.66,0.12
2023-01-13 05:00:00,House A,81.16,0.12
2023-01-13 06:00:00,House A,80.34,0.12
2023-01-13 07:00:00,House A,91.07,0.12
2023-01-13 08:00:00,House A,83.04,0.12
2023-01-13 09:00:00,House A,88.83,0.12
2023-01-13 10:00:00,House A,81.55,0.12
2023-01-13 11:00:00,House A,74.99,0.12
2023-01-13 12:00:00,House A,,0.12
2023-01-13 13:00:00,House A,83.93,0.12
2023-01-13 14:00:00,House A,75.26,0.12
2023-01-13 15:00:00,House A,79.17,0.12
2023-01-13 16:00:00,House A,85.07,0.25
2023-01-13 17:00:00,House A,105.27,0.25
2023-01-13 18:00:00,House A,102.35,0.25
2023-01-13 19:00:00,House A,114.04,0.25
2023-01-13 20:00:00,House A,112.68,0.25
2023-01-13 21:00:00,House A,111.59,0.12
2023-01-13 22:00:00,House A,89.66,0.12
2023-01-13 23:00:00,House A,87.13,0.12
2023-01-14 00:00:00,House A,84.65,0.12
2023-01-14 01:00:00,House A,79.04,0.12
2023-01-14 02:00:00,House A,66.73,0.12
2023-01-14 03:00:00,House A,84.78,0.12
2023-01-14 04:00:00,House A,69.94,0.12
2023-01-14 05:00:00,House A,66.51,0.12
2023-01-14 06:00:00,House A,64.45,0.12
2023-01-14 07:00:00,House A,68.66,0.12
2023-01-14 08:00:00,House A,67.63,0.12
2023-01-14 09:00:00,House A,62.3,0.12
2023-01-14 10:00:00,House A,82.33,0.12
2023-01-14 11:00:00,House A,56.69,0.12
2023-01-14 12:00:00,House A,70.1,0.12
2023-01-14 13:00:00,House A,73.61,0.12
2023-01-14 14:00:00,House A,63.41,0.12
2023-01-14 15:00:00,House A,65.39,0.12
2023-01-14 16:00:00,House A,77.03,0.25
2023-01-14 17:00:00,House A,88.52,0.25
2023-01-14 18:00:00,House A,98.72,0.25
2023-01-14 19:00:00,House A,104.59,0.25
2023-01-14 20:00:00,House A,101.87,0.25
2023-01-14 21:00:00,House A,113.8,0.12
2023-01-14 22:00:00,House A,78.08,0.12
2023-01-14 23:00:00,House A,73.2,0.12
2023-01-15 00:00:00,House A,85.6,0.12
2023-01-15 01:00:00,House A,92.57,0.12
2023-01-15 02:00:00,House A,74.45,0.12
2023-01-15 03:00:00,House A,82.27,0.12
2023-01-15 04:00:00,House A,84.75,0.12
2023-01-15 05:00:00,House A,63.42,0.12
2023-01-15 06:00:00,House A,63.38,0.12
2023-01-15 07:00:00,House A,57.99,0.12
2023-01-15 08:00:00,House A,77.03,0.12
2023-01-15 09:00:00,House A,71.44,0.12
2023-01-15 10:00:00,House A,80.08,0.12
2023-01-15 11:00:00,House A,83.07,0.12
2023-01-15 12:00:00,House A,71.08,0.12
2023-01-15 13:00:00,House A,62.6,0.12
2023-01-15 14:00:00,House A,62.38,0.12
2023-01-15 15:00:00,House A,58.58,0.12
2023-01-15 16:00:00,House A,69.94,0.25
2023-01-15 17:00:00,House A,104.25,0.25
2023-01-15 18:00:00,House A,95.03,0.25
2023-01-15 19:00:00,House A,111.6,0.25
2023-01-15 20:00:00,House A,101.98,0.25
2023-01-15 21:00:00,House A,101.25,0.12
2023-01-15 22:00:00,House A,73.12,0.12
2023-01-15 23:00:00,House A,81.57,0.12
2023-01-16 00:00:00,House A,91.64,0.12
2023-01-16 01:00:00,House A,87.99,0.12
2023-01-16 02:00:00,House A,90.64,0.12
2023-01-16 03:00:00,House A,92.69,0.12
2023-01-16 04:00:00,House A,89.35,0.12
2023-01-16 05:00:00,House A,85.6,0.12
2023-01-16 06:00:00,House A,84.22,0.12
2023-01-16 07:00:00,House A,67.42,0.12
2023-01-16 08:00:00,House A,75.72,0.12
2023-01-16 09:00:00,House A,93.69,0.12
2023-01-16 10:00:00,House A,80.58,0.12
2023-01-16 11:00:00,House A,89.56,0.12
2023-01-16 12:00:00,House A,72.14,0.12
2023-01-16 13:00:00,House A,70.9,0.12
2023-01-16 14:00:00,House A,78.93,0.12
2023-01-16 15:00:00,House A,92.78,0.12
2023-01-16 16:00:00,House A,90.82,0.25
2023-01-16 17:00:00,House A,101.86,0.25
2023-01-16 18:00:00,House A,98.83,0.25
2023-01-16 19:00:00,House A,113.5,0.25
2023-01-16 20:00:00,House A,112.78,0.25
2023-01-16 21:00:00,House A,126.81,0.12
2023-01-16 22:00:00,House A,103.19,0.12
2023-01-16 23:00:00,House A,92.77,0.12
2023-01-17 00:00:00,House A,92.57,0.12
2023-01-17 01:00:00,House A,94.73,0.12
2023-01-17 02:00:00,House A,91.61,0.12
2023-01-17 03:00:00,House A,77.81,0.12
2023-01-17 04:00:00,House A,79.19,0.12
2023-01-17 05:00:00,House A,91.68,0.12
2023-01-17 06:00:00,House A,73.58,0.12
2023-01-17 07:00:00,House A,77.48,0.12
2023-01-17 08:00:00,House A,97.89,0.12
2023-01-17 09:00:00,House A,68.4,0.12
2023-01-17 10:00:00,House A,66.34,0.12
2023-01-17 11:00:00,House A,86.96,0.12
2023-01-17 12:00:00,House A,84.79,0.12
2023-01-17 13:00:00,House A,81.45,0.12
2023-01-17 14:00:00,House A,94.01,0.12
2023-01-17 15:00:00,House A,80.08,0.12
2023-01-17 16:00:00,House A,96.63,0.25
2023-01-17 17:00:00,House A,108.11,0.25
2023-01-17 18:00:00,House A,100.92,0.25
2023-01-17 19:00:00,House A,111.49,0.25
2023-01-17 20:00:00,House A,116.92,0.25
2023-01-17 21:00:00,House A,112.86,0.12
2023-01-17 22:00:00,House A,101.32,0.12
2023-01-17 23:00:00,House A,96.15,0.12
2023-01-18 00:00:00,House A,98.33,0.12
2023-01-18 01:00:00,House A,89.44,0.12
2023-01-18 02:00:00,House A,92.11,0.12
2023-01-18 03:00:00,House A,97.38,0.12
2023-01-18 04:00:00,House A,99.7,0.12
2023-01-18 05:00:00,House A,76.77,0.12
2023-01-18 06:00:00,House A,87.76,0.12
2023-01-18 07:00:00,House A,69.14,0.12
2023-01-18 08:00:00,House A,82.17,0.12
2023-01-18 09:00:00,House A,88.58,0.12
2023-01-18 10:00:00,House A,69.6,0.12
2023-01-18 11:00:00,House A,,0.12
2023-01-18 12:00:00,House A,69.08,0.12
2023-01-18 13:00:00,House A,70.58,0.12
2023-01-18 14:00:00,House A,85.97,0.12
2023-01-18 15:00:00,House A,83.84,0.12
2023-01-18 16:00:00,House A,84.89,0.25
2023-01-18 17:00:00,House A,98.37,0.25
2023-01-18 18:00:00,House A,119.12,0.25
2023-01-18 19:00:00,House A,114.03,0.25
2023-01-18 20:00:00,House A,112.19,0.25
2023-01-18 21:00:00,House A,121.86,0.12
2023-01-18 22:00:00,House A,94.85,0.12
2023-01-18 23:00:00,House A,111.7,0.12
2023-01-19 00:00:00,House A,95.16,0.12
2023-01-19 01:00:00,House A,87.42,0.12
2023-01-19 02:00:00,House A,,0.12
2023-01-19 03:00:00,House A,91.97,0.12
2023-01-19 04:00:00,House A,77.43,0.12
2023-01-19 05:00:00,House A,96.02,0.12
2023-01-19 06:00:00,House A,84.1,0.12
2023-01-19 07:00:00,House A,68.64,0.12
2023-01-19 08:00:00,House A,93.16,0.12
2023-01-19 09:00:00,House A,79.46,0.12
2023-01-19 10:00:00,House A,87.07,0.12
2023-01-19 11:00:00,House A,80.06,0.12
2023-01-19 12:00:00,House A,88.01,0.12
2023-01-19 13:00:00,House A,74.95,0.12
2023-01-19 14:00:00,House A,79.37,0.12
2023-01-19 15:00:00,House A,83.16,0.12
2023-01-19 16:00:00,House A,94.36,0.25
2023-01-19 17:00:00,House A,104.04,0.25
2023-01-19 18:00:00,House A,109.8,0.25
2023-01-19 19:00:00,House A,108.73,0.25
2023-01-19 20:00:00,House A,125.37,0.25
2023-01-19 21:00:00,House A,117.7,0.12
2023-01-19 22:00:00,House A,90.68,0.12
2023-01-19 23:00:00,House A,97.0,0.12
2023-01-20 00:00:00,House A,92.01,0.12
2023-01-20 01:00:00,House A,92.49,0.12
2023-01-20 02:00:00,House A,98.35,0.12
2023-01-20 03:00:00,House A,93.8,0.12
2023-01-20 04:00:00,House A,77.25,0.12
2023-01-20 05:00:00,House A,83.55,0.12
2023-01-20 06:00:00,House A,78.93,0.12
2023-01-20 07:00:00,House A,69.65,0.12
2023-01-20 08:00:00,House A,86.72,0.12
2023-01-20 09:00:00,House A,79.49,0.12
2023-01-20 10:00:00,House A,83.94,0.12
2023-01-20 11:00:00,House A,83.47,0.12
2023-01-20 12:00:00,House A,87.55,0.12
2023-01-20 13:00:00,House A,86.13,0.12
2023-01-20 14:00:00,House A,84.4,0.12
2023-01-20 15:00:00,House A,92.74,0.12
2023-01-20 16:00:00,House A,100.57,0.25
2023-01-20 17:00:00,House A,104.55,0.25
2023-01-20 18:00:00,House A,98.12,0.25
2023-01-20 19:00:00,House A,114.18,0.25
2023-01-20 20:00:00,House A,109.05,0.25
2023-01-20 21:00:00,House A,115.92,0.12
2023-01-20 22:00:00,House A,69.08,0.12
2023-01-20 23:00:00,House A,86.57,0.12
2023-01-21 00:00:00,House A,83.39,0.12
2023-01-21 01:00:00,House A,87.11,0.12
2023-01-21 02:00:00,House A,89.03,0.12
2023-01-21 03:00:00,House A,62.93,0.12
2023-01-21 04:00:00,House A,77.91,0.12
2023-01-21 05:00:00,House A,81.1,0.12
2023-01-21 06:00:00,House A,69.84,0.12
2023-01-21 07:00:00,House A,74.35,0.12
2023-01-21 08:00:00,House A,63.18,0.12
2023-01-21 09:00:00,House A,67.31,0.12
2023-01-21 10:00:00,House A,63.13,0.12
2023-01-21 11:00:00,House A,61.12,0.12
2023-01-21 12:00:00,House A,69.67,0.12
2023-01-21 13:00:00,House A,68.03,0.12
2023-01-21 14:00:00,House A,52.23,0.12
2023-01-21 15:00:00,House A,65.03,0.12
2023-01-21 16:00:00,House A,74.29,0.25
2023-01-21 17:00:00,House A,95.2,0.25
2023-01-21 18:00:00,House A,97.39,0.25
2023-01-21 19:00:00,House A,110.03,0.25
2023-01-21 20:00:00,House A,88.85,0.25
2023-01-21 21:00:00,House A,89.86,0.12
2023-01-21 22:00:00,House A,82.77,0.12
2023-01-21 23:00:00,House A,78.16,0.12
2023-01-22 00:00:00,House A,73.74,0.12
2023-01-22 01:00:00,House A,81.32,0.12
2023-01-22 02:00:00,House A,80.04,0.12
2023-01-22 03:00:00,House A,82.95,0.12
2023-01-22 04:00:00,House A,73.21,0.12
2023-01-22 05:00:00,House A,69.77,0.12
2023-01-22 06:00:00,House A,53.23,0.12
2023-01-22 07:00:00,House A,58.8,0.12
2023-01-22 08:00:00,House A,68.27,0.12
2023-01-22 09:00:00,House A,69.42,0.12
2023-01-22 10:00:00,House A,67.62,0.12
2023-01-22 11:00:00,House A,66.32,0.12
2023-01-22 12:00:00,House A,56.86,0.12
2023-01-22 13:00:00,House A,62.89,0.12
2023-01-22 14:00:00,House A,64.53,0.12
2023-01-22 15:00:00,House A,64.57,0.12
2023-01-22 16:00:00,House A,81.07,0.25
2023-01-22 17:00:00,House A,84.59,0.25
2023-01-22 18:00:00,House A,97.28,0.25
2023-01-22 19:00:00,House A,96.22,0.25
2023-01-22 20:00:00,House A,101.88,0.25
2023-01-22 21:00:00,House A,120.18,0.12
2023-01-22 22:00:00,House A,86.88,0.12
2023-01-22 23:00:00,House A,84.53,0.12
2023-01-23 00:00:00,House A,94.42,0.12
2023-01-23 01:00:00,House A,92.98,0.12
2023-01-23 02:00:00,House A,79.24,0.12
2023-01-23 03:00:00,House A,105.24,0.12
2023-01-23 04:00:00,House A,83.25,0.12
2023-01-23 05:00:00,House A,90.43,0.12
2023-01-23 06:00:00,House A,81.0,0.12
2023-01-23 07:00:00,House A,83.01,0.12
2023-01-23 08:00:00,House A,91.99,0.12
2023-01-23 09:00:00,House A,79.77,0.12
2023-01-23 10:00:00,House A,75.11,0.12
2023-01-23 11:00:00,House A,89.69,0.12
2023-01-23 12:00:00,House A,71.14,0.12
2023-01-23 13:00:00,House A,79.43,0.12
2023-01-23 14:00:00,House A,82.81,0.12
2023-01-23 15:00:00,House A,71.32,0.12
2023-01-23 16:00:00,House A,93.09,0.25
2023-01-23 17:00:00,House A,105.04,0.25
2023-01-23 18:00:00,House A,106.72,0.25
2023-01-23 19:00:00,House A,115.71,0.25
2023-01-23 20:00:00,House A,115.66,0.25
2023-01-23 21:00:00,House A,117.1,0.12
2023-01-23 22:00:00,House A,96.41,0.12
2023-01-23 23:00:00,House A,98.42,0.12
2023-01-24 00:00:00,House A,89.94,0.12
2023-01-24 01:00:00,House A,87.0,0.12
2023-01-24 02:00:00,House A,87.36,0.12
2023-01-24 03:00:00,House A,94.04,0.12
2023-01-24 04:00:00,House A,92.83,0.12
2023-01-24 05:00:00,House A,81.11,0.12
2023-01-24 06:00:00,House A,86.48,0.12
2023-01-24 07:00:00,House A,78.01,0.12
2023-01-24 08:00:00,House A,90.24,0.12
2023-01-24 09:00:00,House A,66.09,0.12
2023-01-24 10:00:00,House A,77.96,0.12
2023-01-24 11:00:00,House A,76.03,0.12
2023-01-24 12:00:00,House A,73.88,0.12
2023-01-24 13:00:00,House A,85.14,0.12
2023-01-24 14:00:00,House A,96.18,0.12
2023-01-24 15:00:00,House A,86.28,0.12
2023-01-24 16:00:00,House A,88.78,0.25
2023-01-24 17:00:00,House A,108.56,0.25
2023-01-24 18:00:00,House A,106.54,0.25
2023-01-24 19:00:00,House A,100.75,0.25
2023-01-24 20:00:00,House A,109.31,0.25
2023-01-24 21:00:00,House A,119.75,0.12
2023-01-24 22:00:00,House A,87.63,0.12
2023-01-24 23:00:00,House A,111.77,0.12
2023-01-25 00:00:00,House A,82.76,0.12
2023-01-25 01:00:00,House A,82.67,0.12
2023-01-25 02:00:00,House A,103.04,0.12
2023-01-25 03:00:00,House A,72.44,0.12
2023-01-25 04:00:00,House A,81.48,0.12
